bdrc_id,en,zh,bo,bo_unicode,gender,birth,death,teachers,students,tol
P8141,Samenta Shri|Samantasri,,sa man+ta shrI,ས་མནྟ་ཤྲཱི།,M,,,,,10837.0
P8142,Lha Rinpoche,,lha rin po che,ལྷ་རིན་པོ་ཆེ།,M,,,,,10838.0
P8143,Dharma Yönten,,d+harma yon tan,དྷརྨ་ཡོན་ཏན།,M,,,,,10839.0
P8144,Shakyé Sepo Gyalwé Dé,,shAkya'i sras po rgyal ba'i sde,ཤཱཀྱའི་སྲས་པོ་རྒྱལ་བའི་སྡེ།,M,,,,P4CZ15110,10840.0
P4CZ15110,Lotsawa Chö Kyi Yönten,,lo tsA ba chos kyi yon tan,ལོ་ཙཱ་བ་ཆོས་ཀྱི་ཡོན་ཏན།,,,,P8144,,
P8145,Shyenpen Tayé,,gzhan phan mtha' yas,གཞན་ཕན་མཐའ་ཡས།,M,,,,,10841.0
P8146,Gyü Mönlam Drak,,rgyus smon lam grags,རྒྱུས་སྨོན་ལམ་གྲགས།,M,,,,,10842.0
P8147,Advayavajra,,,,M,,,,,10843.0
P8148,Lotsawa Ching Yönten Bar,,lo tsA ba chings yon tan 'bar,ལོ་ཙཱ་བ་ཆིངས་ཡོན་ཏན་འབར།,M,,,P4CZ15203,,10844.0
P4CZ15203,Khenpo Tara Pa La|Tarapala,,mkhan po tA ra pA la,མཁན་པོ་ཏཱ་ར་པཱ་ལ།,,,,,P8148,
P8149,Lotsawa Khu Tön Ngödrub,,lo tsA ba khu ston dngos grub,ལོ་ཙཱ་བ་ཁུ་སྟོན་དངོས་གྲུབ།,M,,,,,10845.0
P8150,Jnanakara,,,,M,,,,,10847.0
P8152,Rat+na badz+ra,,paN+DI ta rat+na badz+ra,པཎྜཱི་ཏ་རཏྣ་བཛྲ།,M,,,,,10849.0
P8153,Dawé Trengwa|Candramala,,zla ba'i phreng ba,ཟླ་བའི་ཕྲེང་བ།,F,,,,,10850.0
P8155,Jetsün Guru,,rje btsun gu ru,རྗེ་བཙུན་གུ་རུ།,M,,,,,10852.0
P8156,Khé'u Gang Khorlo Drak,,khe'u gang 'khor lo grags,ཁེའུ་གང་འཁོར་ལོ་གྲགས།,M,,,P4CZ15097,,10853.0
P4CZ15097,Pandita Jowo Ripa Jowo Ripa,,paN+Di ta jo bo ri pa jo bo ri pa,པཎྜི་ཏ་ཇོ་བོ་རི་པ་ཇོ་བོ་རི་པ།,,,,,P8156,
P8157,Sangye Drakpa,,sangs rgyas grags pa,སངས་རྒྱས་གྲགས་པ།,M,,,,,10854.0
P8159,Sherab Sangwa,,shes rab gsang ba,ཤེས་རབ་གསང་བ།,M,,,,,10856.0
P8160,Chuk Tsam Drachom,,phyug mtshams dgra bcom,ཕྱུག་མཚམས་དགྲ་བཅོམ།,M,,,,,10858.0
P8161,Khenpo Dzi Na Wa Ra|Jinapara,,mkhan po dzi na wa ra,མཁན་པོ་ཛི་ན་ཝ་ར།,M,,,,,10859.0
P8163,Rinchen Pal|Ratnasri,,rin chen dpal,རིན་ཆེན་དཔལ།,M,,,,,10860.0
P8165,Atuladasa,,,,M,,,,,10862.0
P8166,,,vimalasri b+ha dra,བི༹མལསྲི་བྷ་དྲ།,M,,,,,10863.0
P8167,,,k+r s+Na paN+Di ta,ཀྲ་སྞ་པཎྜི་ཏ།,M,,,,,10864.0
P8168,Lotsawa Mang Or Changchub Sherab,,lo tsA ba mang 'or byang chub shes rab,ལོ་ཙཱ་བ་མང་འོར་བྱང་ཆུབ་ཤེས་རབ།,M,,,P4CZ15151,,10865.0
P4CZ15151,Ksemagagana,,paN+Di ta k+She la ka ga na,པཎྜི་ཏ་ཀྵེ་ལ་ཀ་ག་ན།,,,,,P8168,
P8169,Taksakagana,,,,M,,,,,10866.0
P8170,Nyimé Wangpo,,nyi ma'i dbang po,ཉི་མའི་དབང་པོ།,M,,,,,10868.0
P8172,Sujanasri,,su dza na shri jnyA na,སུ་ཛ་ན་ཤྲི་ཇཉཱ་ན།,M,,,,,10870.0
P8173,Purnavajra,,,,M,,,,,10871.0
P8174,Akarasiddhi,,,,M,,,,,10872.0
P8175,Yeshe Nyingpo|Janagarbha,,ye shes snying po,ཡེ་ཤེས་སྙིང་པོ།,M,,,,P8182,10873.0
P8182,Kawa Pal Tsek,,ska ba dpal brtsegs,སྐ་བ་དཔལ་བརྩེགས།,M,,,P8175|P8211|P00KG07267|P4956,,10881.0
P8211,Vidyakaraprabha,,slob dpon bid+yA ka ra pra b+hA,སློབ་དཔོན་བིདྱཱ་ཀ་ར་པྲ་བྷཱ།,M,,,,P8182,10911.0
P00KG07267,Khenpo Sarva Jna Dewa|Savajanadeva,,mkhan po sarba dz+nyA de ba,མཁན་པོ་སརྦ་ཛྙཱ་དེ་བ།,M,,,,P8182,245.0
P8177,,,adayasrimati,ཨདཡསྲིམཏི།,M,,,,,10875.0
P8178,Chö Kyi Wangchuk Drakpa,,chos kyi dbang phyug grags pa,ཆོས་ཀྱི་དབང་ཕྱུག་གྲགས་པ།,M,,,,,10876.0
P8179,La Ben Chö Kyi Tsöndrü,,bla ban chos kyi brtson 'grus,བླ་བན་ཆོས་ཀྱི་བརྩོན་འགྲུས།,M,,,,,10877.0
P8180,Avayukti,,,,M,,,,,10879.0
P8183,Chok Ro Lü Gyaltsen,,cog ro klu'i rgyal mtshan,ཅོག་རོ་ཀླུའི་རྒྱལ་མཚན།,M,,,P8209,,10882.0
P8184,Valacandra,,ba la tsandra,བ་ལ་ཙནདྲ།,M,,,,,10883.0
P8186,,,amogha,ཨམོགྷ།,M,,,,,10884.0
P8187,,,karnasri,ཀརྣསྲི།,M,,,,,10885.0
P8188,,,adayasri,ཨདཡསྲི།,M,,,,,10886.0
P8190,Lobpön Dawé Ö|Candraprabha,,slob dpon zla ba'i 'od,སློབ་དཔོན་ཟླ་བའི་འོད།,M,,,,,10888.0
P8191,Pandita Benza Sha Ram Khala Ru Dra|Vajrasrikhalarudra,,paN+Di ta badz+ra sha rM kha la ru dra,པཎྜི་ཏ་བཛྲ་ཤ་རཾ་ཁ་ལ་རུ་དྲ།,M,,,,,10889.0
P8192,,,jagad mitrananda,ཇགད་མིཏྲནནད།,M,,,,,10890.0
P8193,Karma Benza|Karma vajra,,karma badzra,ཀརྨ་བཛྲ།,M,,,,,10891.0
P8196,Jayaraksita,,,,M,,,,,10894.0
P8198,,,devendradeva,དེབེ༹ནདྲདེབ༹།,M,,,,,10895.0
P8199,,,mandakalasa,མནདཀལས།,M,,,,,10896.0
P8202,Upasamaraksita,,,,M,,,,,10901.0
P8204,Kün Ga Tashi|Anandamanggala,,kun dga' bkra shis,ཀུན་དགའ་བཀྲ་ཤིས།,M,,,,,10903.0
P8205,Na Nam Tsünpa Yeshe Dé,,sna nam btsun pa ye shes sde,སྣ་ནམ་བཙུན་པ་ཡེ་ཤེས་སྡེ།,M,,,P4CZ15493|P4CZ16780|P4956|P4CZ366357,,10904.0
P4CZ15493,Prajavarma,,mkhan po pra dz+nya war ma,མཁན་པོ་པྲ་ཛྙ་ཝར་མ།,,,,,P8205,
P4CZ16780,Manjusrigarbha,,mkhan po many+dzu shrI gar+b+ha,མཁན་པོ་མཉྫུ་ཤྲཱི་གརྦྷ།,,,,,P8205,
P4CZ366357,,,shI la in+d+ra bo d+hi,ཤཱི་ལ་ཨིནྡྲ་བོ་དྷི།,,,,,P8205,
P8206,Tsé Lu|Celu-pa,,tse lu,ཙེ་ལུ།,M,,,,,10905.0
P8207,Jé Dongpachen,,bya'i gdong pa can,བྱའི་གདོང་པ་ཅན།,M,,,,,10906.0
P8208,,,kumaravajra,ཀུམརབ༹ཇྲ།,M,,,,P4CZ15123|P4CZ15124,10907.0
P4CZ15123,Lotsawa Nyima Dorjé,,lo tsA ba nyi ma rdo rje,ལོ་ཙཱ་བ་ཉི་མ་རྡོ་རྗེ།,,,,P4104|P8208,,
P4CZ15124,Lotsa Ba To Gar Gé Dzé,,lo tsa ba tho gar dge mdzes,ལོ་ཙ་བ་ཐོ་གར་དགེ་མཛེས།,,,,P8208,,
P8210,Khenpo Dana Shi La|Danasila,,mkhan po dA na shI la,མཁན་པོ་དཱ་ན་ཤཱི་ལ།,M,,,,P4CZ16747,10910.0
P4CZ16747,Lotsawa Paljor Nyingpo,,lo tsA ba dpal 'byor snying po,ལོ་ཙཱ་བ་དཔལ་འབྱོར་སྙིང་པོ།,,,,P8210,,
P8212,Devendraraksita,,rtsangs de wendra raksita,རྩངས་དེ་ཝེནདྲ་རཀསིཏ།,M,,,,,10912.0
P8213,Vidyakarasimha,,slob dpon bIr+ya sing+ha pra b+ha,སློབ་དཔོན་བཱིརྱ་སིངྷ་པྲ་བྷ།,M,,,,,10913.0
P8214,,,pradz+nyA wa rman,པྲཛྙཱ་ཝ་རྨན།,M,,,,,10914.0
P8215,,,kumarakalasa,ཀུམརཀལས།,M,,,,P4CZ15235,10915.0
P4CZ15235,Pandita Men Tra Ka La Sha|Mantrakalasa,,paN+Di ta man tra kA la sha,པཎྜི་ཏ་མན་ཏྲ་ཀཱ་ལ་ཤ།,,,,P8215,,
P8216,Lotsawa Shakya Lodrö,,lo tsA ba shAkya blo gros,ལོ་ཙཱ་བ་ཤཱཀྱ་བློ་གྲོས།,M,,,P4CZ16873,,10916.0
P4CZ16873,Dharmasrivarma,,a tsar+ya d+harma shrI war ma,ཨ་ཙརྱ་དྷརྨ་ཤྲཱི་ཝར་མ།,,,,,P8216,
P8217,Jnanagarbha,,dz+nyA na gar b+ha,ཛྙཱ་ན་གར་བྷ།,M,,,,,10917.0
P8219,Visud dhasimha,,mkhan po bi shud+d+ha sing ha,མཁན་པོ་བི་ཤུདྡྷ་སིང་ཧ།,M,,,,,10919.0
P8220,Devacandra,,lo tsA ba de ba tsan+dra,ལོ་ཙཱ་བ་དེ་བ་ཙནྡྲ།,M,,,,,10921.0
P8221,Gö Chö Drub|Facheng|Go chodrub,,'gos chos 'grub,འགོས་ཆོས་འགྲུབ།,M,,849.0,,,10922.0
P8223,Sakyaprabha,,,,M,,,,,10924.0
P8226,Khaché Pandita Maha Jnana|Mahajnana,,kha che'i paN+Di ta ma hA dz+nyA na,ཁ་ཆེའི་པཎྜི་ཏ་མ་ཧཱ་ཛྙཱ་ན།,M,,,,,10927.0
P8227,Chö Kyi Dé|Dharmasena,,chos kyi sde,ཆོས་ཀྱི་སྡེ།,M,,,,,10928.0
P8228,Surendrabodhi,,,,M,,,,,10929.0
P8229,Né'u Khenpo,,ne'u mkhan po,ནེའུ་མཁན་པོ།,M,,,,,10930.0
P8231,Dharmasrimitra,,,,M,,,,,10933.0
P8233,Ché Changchub Sherab,,lce byang chub shes rab,ལྕེ་བྱང་ཆུབ་ཤེས་རབ།,M,,,,,10935.0
P8235,Sherab Sengé,,shes rab seng+ge,ཤེས་རབ་སེངྒེ།,M,,,,,10936.0
P8236,Purbu Ö,,phur bu 'od,ཕུར་བུ་འོད།,M,,,,,10937.0
P8237,,,punya saMb+ha wa,པུཉ་སཾབྷ་ཝ།,M,,,,,10938.0
P8238,Somasribhavya,,,,M,,,,,10939.0
P8239,Kyu Ra Lotsawa Tsultrim Özer,,kyu ra lo tsA ba tshul khrims 'od zer,ཀྱུ་ར་ལོ་ཙཱ་བ་ཚུལ་ཁྲིམས་འོད་ཟེར།,M,,,,,10940.0
P8240,Jambhala,,,,M,,,,,10942.0
P8241,Pandita prajnakara,,pradz+nyA ka ra,པྲཛྙཱ་ཀ་ར།,M,,,,,10943.0
P8242,Dorjé Sem Ma,,rdo rje sems ma,རྡོ་རྗེ་སེམས་མ།,F,,,,,10944.0
P8243,Gar Sherab Jungné,,'gar shes rab 'byung gnas,འགར་ཤེས་རབ་འབྱུང་གནས།,M,,,,,10945.0
P8244,Sthavira,,,,M,,,,,10946.0
P8245,,,bud d+ha ka ra wa rman,བུད་དྷ་ཀ་ར་ཝ་རྨན།,M,,,,,10947.0
P8246,Manjusri,,many+dzu shrI,མཉྫུ་ཤྲཱི།,M,,,,P4CZ15585|P4CZ15497,10948.0
P4CZ15585,Lotsawa Chödrak Pal Zang,,lo tsA ba chos grags dpal bzang ,ལོ་ཙཱ་བ་ཆོས་གྲགས་དཔལ་བཟང་།,,,,P2085|P8246,,
P4CZ15497,Lotsawa Ché Gawé Pal,,lo tsA ba lce dga' ba'i dpal,ལོ་ཙཱ་བ་ལྕེ་དགའ་བའི་དཔལ།,,,,P8246,,
P8247,,,d+hanagupta,དྷནགུཔཏ།,M,,,,,10949.0
P8249,Khenpo Dharma Kara|Dharmakara,,mkhan po d+harma ka ra,མཁན་པོ་དྷརྨ་ཀ་ར།,M,,,,,10951.0
P8250,Prajnakirti,,rnal 'byor bsod snyoms pa pra dz+nyA na kIrti,རྣལ་འབྱོར་བསོད་སྙོམས་པ་པྲ་ཛྙཱ་ན་ཀཱིརྟི།,M,,,,,10953.0
P8251,Jnana Shri|Jnanasri,,dza+nyA na shrI,ཛྙཱ་ན་ཤྲཱི།,M,,,,,10954.0
P8253,Chok Gi Wangchuk,,mchog gi dbang phyug,མཆོག་གི་དབང་ཕྱུག།,M,,,,,10956.0
P8255,Namkha Rinchen,,nam mkha' rin chen,ནམ་མཁའ་རིན་ཆེན།,M,,,,,10958.0
P8258,Ho Tsün Tendzin Lodrö Gyatso,,ho btsun bstan 'dzin blo gros rgya mtsho,ཧོ་བཙུན་བསྟན་འཛིན་བློ་གྲོས་རྒྱ་མཚོ།,M,,,,,10961.0
P8259,A Chak Tokden,,a lcags rtogs ldan,ཨ་ལྕགས་རྟོགས་ལྡན།,M,,,,,10962.0
P8260,Ben Dé Pal Yang,,ban de dpal dbyangs,བན་དེ་དཔལ་དབྱངས།,M,,,,,10964.0
P8261,Munivarman,,,,M,,,,,10965.0
P8263,Lek Kyi Dé,,legs kyi sde,ལེགས་ཀྱི་སྡེ།,M,,,,,10967.0
P8264,Wen hi,,,,M,,,,,10968.0
P8266,Shyuchen Gyi Lotsawa Dharma Ta Shi La|Dharmatasila,,zhu chen gyi lo tsA ba dharma tA shI la,ཞུ་ཆེན་གྱི་ལོ་ཙཱ་བ་དྷརྨ་ཏཱ་ཤཱི་ལ།,M,,,,,10970.0
P8267,Vijayasila,,,,M,,,,,10971.0
P8268,Buddhaprabha,,,,M,,,,,10972.0
P8269,Ma Gön Ling,,rma dgon gling ,རྨ་དགོན་གླིང་།,M,,,,,10973.0
P8271,Ku ma ra ra ksi ta,,kumararaksita,ཀུམརརཀསིཏ།,M,,,,,10976.0
P8273,Lotsawa Rinchen Tso,,lo tsA ba rin chen 'tsho,ལོ་ཙཱ་བ་རིན་ཆེན་འཚོ།,M,,,,,10977.0
P8274,Lotsawa Bab Tong,,lo tsA ba bab stong ,ལོ་ཙཱ་བ་བབ་སྟོང་།,M,,,,,10978.0
P8275,Lotsawa Tra Jna Singha,,lo tsA ba pra dz+nyA sing ha,ལོ་ཙཱ་བ་པྲ་ཛྙཱ་སིང་ཧ།,M,,,,,10979.0
P8276,Wang Pab Shyün,,wang phab zhun,ཝང་ཕབ་ཞུན།,M,,,,,10980.0
P8277,Gyatsö Dé,,rgya mtsho'i sde,རྒྱ་མཚོའི་སྡེ།,M,,,,,10981.0
P8278,Gewé Lodrö,,dge ba'i blo gros,དགེ་བའི་བློ་གྲོས།,M,,,,,10982.0
P8279,,,sakyasena,སཀྱསེན།,M,,,,,10983.0
P8280,,,subhasita,སུབྷསིཏ།,M,,,,,10985.0
P8304,La Chung A Po Tubten Sherab Gyatso,,bla chung a pho thub bstan shes rab rgya mtsho,བླ་ཆུང་ཨ་ཕོ་ཐུབ་བསྟན་ཤེས་རབ་རྒྱ་མཚོ།,M,1905.0,1975.0,,,11012.0
P8305,Ngawang Lungtok|Ngagwang lungtok,,ngag dbang lung rtogs,ངག་དབང་ལུང་རྟོགས།,M,,,,,11013.0
P8306,Chö Wanggyal Tsen,,chos dbang rgyal mtshan,ཆོས་དབང་རྒྱལ་མཚན།,M,1484.0,1549.0,,,11014.0
P8308,Tsultrim Jampal Gyepé Lodrö,,tshul khrims 'jam dpal dgyes pa'i blo gros,ཚུལ་ཁྲིམས་འཇམ་དཔལ་དགྱེས་པའི་བློ་གྲོས།,M,,,,,11016.0
P8310,Gelong Lo Zang Chö Pel|Lobsang choephel,,dge slong blo bzang chos 'phel,དགེ་སློང་བློ་བཟང་ཆོས་འཕེལ།,M,,,,,11019.0
P8311,Lhakpa Tsering,,lhag pa tshe ring ,ལྷག་པ་ཚེ་རིང་།,M,,,,,11020.0
P8312,Yidam Tsering,,yi dam tshe ring ,ཡི་དམ་ཚེ་རིང་།,M,1933.0,,,,11021.0
P8313,Khedrub,,mkhas grub,མཁས་གྲུབ།,M,1957.0,,,,11022.0
P8314,Mepé Könchok Kyab,,smad pa'i dkon mchog skyabs,སྨད་པའི་དཀོན་མཆོག་སྐྱབས།,M,,,,,11023.0
P8315,"Shek Si Pé Yar|Shakespeare, william",,sheg si pe yar,ཤེག་སི་པེ་ཡར།,M,1564.0,1616.0,,,11024.0
P8316,Khedrub Chö Pel,,mkhas grub chos 'phel,མཁས་གྲུབ་ཆོས་འཕེལ།,M,,,,,11025.0
P8317,Sönam Chö Dar,,bsod nams chos dar,བསོད་ནམས་ཆོས་དར།,M,1959.0,,,,11026.0
P8318,Chöpa Kyab,,gcod pa skyabs,གཅོད་པ་སྐྱབས།,M,1967.0,,,,11027.0
P8319,Tri Lodrö,,khri blo gros,ཁྲི་བློ་གྲོས།,M,1974.0,1999.0,,,11028.0
P8320,Jinpa Gyatso,,sbyin pa rgya mtsho,སྦྱིན་པ་རྒྱ་མཚོ།,M,1964.0,,,,11030.0
P8321,Mu Gé Tubten Gyatso,,dmu dge thub bstan rgya mtsho,དམུ་དགེ་ཐུབ་བསྟན་རྒྱ་མཚོ།,M,,,,,11031.0
P8322,Trinlé Özer,,'phrin las 'od zer,འཕྲིན་ལས་འོད་ཟེར།,M,,,,,11032.0
P8323,"Nyi Wang Gönpo|Tagore, rabindranath",,nyi dbang mgon po,ཉི་དབང་མགོན་པོ།,M,1861.0,1941.0,,,11033.0
P8324,Wang Dü Sa Gong,,"dbang 'dus, sa gong ","དབང་འདུས,་ས་གོང་།",M,,,,,11034.0
P8325,Tong Ra Tubten Mönlam,,stong rwa thub bstan smon lam,སྟོང་རྭ་ཐུབ་བསྟན་སྨོན་ལམ།,M,,,,,11035.0
P8326,Go Tsa Kün Ga Jampa Gyaltsen,,mgo tsha kun dga' byams pa rgyal mtshan,མགོ་ཚ་ཀུན་དགའ་བྱམས་པ་རྒྱལ་མཚན།,M,1134.0,,,,11036.0
P8328,Lungtok Tenpé Nyima,,lung rtogs bstan pa'i nyi ma,ལུང་རྟོགས་བསྟན་པའི་ཉི་མ།,M,1861.0,1919.0,,,11038.0
P8329,Jamyang Khyen Rab Gyatso,,'jam dbyangs mkhyen rab rgya mtsho,འཇམ་དབྱངས་མཁྱེན་རབ་རྒྱ་མཚོ།,M,1920.0,1971.0,,,11039.0
P8330,Kunzang Chö Kyi Gyatso,,kun bzang chos kyi rgya mtsho,ཀུན་བཟང་ཆོས་ཀྱི་རྒྱ་མཚོ།,M,1972.0,,,,11041.0
P8332,Changchub Sengé,,byang chub seng+ge,བྱང་ཆུབ་སེངྒེ།,M,,,,,11043.0
P8336,Jna Ku Ma Ra|Jnanakumara,,dz+nyA ku ma ra,ཛྙཱ་ཀུ་མ་ར།,M,,,,,11047.0
P8337,Pema I Tötreng,,pad+ma 'i thod phreng ,པདྨ་འི་ཐོད་ཕྲེང་།,M,,,,,11048.0
P8338,Namkha Palwa,,nam mkha' dpal ba,ནམ་མཁའ་དཔལ་བ།,M,,,,,11049.0
P8339,Nyima Sengé Ö,,nyi ma seng+ge 'od,ཉི་མ་སེངྒེ་འོད།,M,,,,,11050.0
P8340,Pra sba ta la,,,,M,,,,,11052.0
P8341,Pema Ro Tsé,,pad+ma ro tshe,པདྨ་རོ་ཚེ།,M,,,,,11053.0
P8344,Lha Lama Yeshe Ö,,lha bla ma ye shes 'od,ལྷ་བླ་མ་ཡེ་ཤེས་འོད།,M,947.0,,,,11056.0
P8346,Shyepé Dorjé|Hamsavajra,,bzhad pa'i rdo rje,བཞད་པའི་རྡོ་རྗེ།,M,,,,,11058.0
P8347,Kün Ga Gyaltsen,,kun dga' rgyal mtshan,ཀུན་དགའ་རྒྱལ་མཚན།,M,,,,,11059.0
P8352,Chi'u wun kang,,,,M,,,,,11063.0
P8353,Dbyang kha'i ti,,,,M,,,,,11064.0
P8354,Dbyang dbyi kren,,,,M,,,,,11065.0
P8355,Khren dbyi,,,,M,,,,,11066.0
P8356,Sangye Tsering Sa Kyil,,"sangs rgyas tshe ring, sa dkyil","སངས་རྒྱས་ཚེ་རིང,་ས་དཀྱིལ།",M,,,,,11067.0
P8357,Gyé Lak,,rgyas lags,རྒྱས་ལགས།,M,,,,,11068.0
P8359,Sönam Drolma,,bsod nams sgrol ma,བསོད་ནམས་སྒྲོལ་མ།,F,,,,,11069.0
P8360,Chen Nyishyön,,gcan nyi gzhon,གཅན་ཉི་གཞོན།,M,,,,,11071.0
P8361,Ru Ngün Sönam Gyal,,ru sngun bsod nams rgyal,རུ་སྔུན་བསོད་ནམས་རྒྱལ།,M,,,,,11072.0
P8362,Dé Khang Sönam Chögyal,,bde khang bsod nams chos rgyal,བདེ་ཁང་བསོད་ནམས་ཆོས་རྒྱལ།,M,,,,,11073.0
P8363,Jampa,,byams pa,བྱམས་པ།,M,,,,,11074.0
P8364,Dong Shawo Chöpa,,ldong sha bo gcod pa,ལྡོང་ཤ་བོ་གཅོད་པ།,M,,,,,11075.0
P8365,Tsering Drolma,,tshe ring sgrol ma,ཚེ་རིང་སྒྲོལ་མ།,F,,,,,11076.0
P8366,Hu Hré En|Hu'u hre an,,hu hre an,ཧུ་ཧྲེ་ཨན།,M,,,,,11077.0
P8367,Chö Pel,,chos 'phel,ཆོས་འཕེལ།,M,,,,,11078.0
P8368,Kal Chö,,skal chos,སྐལ་ཆོས།,M,,,,,11079.0
P8369,Lha Shyol Münpa Tar,,lha zhol mun pa thar,ལྷ་ཞོལ་མུན་པ་ཐར།,M,,,,,11080.0
P8370,Than kre shang,,,,M,,,,,11082.0
P8371,Drol Yang,,sgrol g.yang ,སྒྲོལ་གཡང་།,F,,,,,11083.0
P8372,Wangmo Tso,,dbang mo mtsho,དབང་མོ་མཚོ།,F,,,,,11084.0
P8373,Nyingpo Tsering,,snying po tshe ring ,སྙིང་པོ་ཚེ་རིང་།,M,,,,,11085.0
P8374,Tsang Wang Gendün Tenpa,,tshangs dbang dge 'dun bstan pa,ཚངས་དབང་དགེ་འདུན་བསྟན་པ།,M,,,,,11086.0
P8375,Lu Bum,,klu 'bum,ཀླུ་འབུམ།,M,,,,,11087.0
P8376,Tamdrin Wanggyal,,rta mgrin dbang rgyal,རྟ་མགྲིན་དབང་རྒྱལ།,M,,,,,11088.0
P8377,Tobden,,stobs ldan,སྟོབས་ལྡན།,M,,,,,11089.0
P8378,Bi Do Dorjé Rinchen,,bis mdo rdo rje rin chen,བིས་མདོ་རྡོ་རྗེ་རིན་ཆེན།,M,1974.0,,,,11090.0
P8379,Töpa Ga,,thos pa dga',ཐོས་པ་དགའ།,M,,,,,11091.0
P8380,Chim Dorjé Trel Chung,,mchims rdo rje sprel chung ,མཆིམས་རྡོ་རྗེ་སྤྲེལ་ཆུང་།,M,,,,,11093.0
P8385,Tokden Gelong Chö Tön Zangpo,,rtogs ldan dge slong chos ston bzang po,རྟོགས་ལྡན་དགེ་སློང་ཆོས་སྟོན་བཟང་པོ།,M,,,,,11098.0
P8386,Namkha Özer,,nam mkha' 'od zer,ནམ་མཁའ་འོད་ཟེར།,M,,,,,11099.0
P8387,Drangsong Rolpa Gyönpa,,drang srong rol pa gyon pa,དྲང་སྲོང་རོལ་པ་གྱོན་པ།,M,,,,,11100.0
P8389,Ba Sé Lharjé,,sba sras lha rje,སྦ་སྲས་ལྷ་རྗེ།,M,,,P1448,,11102.0
P8390,Tokden Dorjé Gönpo,,rtogs ldan rdo rje mgon po,རྟོགས་ལྡན་རྡོ་རྗེ་མགོན་པོ།,M,,,P1448,,11104.0
P8391,Tsul Dar,,tshul dar,ཚུལ་དར།,M,,,P1448,,11105.0
P8392,Lobpön Shyönnu Ö,,slob dpon gzhon nu 'od,སློབ་དཔོན་གཞོན་ནུ་འོད།,M,,,,,11106.0
P8393,Lha Zowa Jamyang Gyaltsen,,lha bzo ba 'jam dbyangs rgyal mtshan,ལྷ་བཟོ་བ་འཇམ་དབྱངས་རྒྱལ་མཚན།,M,,,,,11107.0
P8394,Lhawa Po,,lha ba po,ལྷ་བ་པོ།,M,,,,,11108.0
P8395,Tsa Chungwa,,tsha chung ba,ཚ་ཆུང་བ།,M,,,P1448,,11109.0
P8396,Lobpön Dorjé Dawa,,slob dpon rdo rje zla ba,སློབ་དཔོན་རྡོ་རྗེ་ཟླ་བ།,M,,,,,11110.0
P8397,Vasudhara,,bA su d+ha ra,བཱ་སུ་དྷ་ར།,M,,,,P2885,11111.0
P8401,Pal Trul Do Ngak Tendzin Zangmo,,dpal sprul mdo sngags bstan 'dzin bzang mo,དཔལ་སྤྲུལ་མདོ་སྔགས་བསྟན་འཛིན་བཟང་མོ།,F,,,,,11116.0
P8402,Drok Mi Pal Gyi Yeshe,,'brog mi dpal gyi ye shes,འབྲོག་མི་དཔལ་གྱི་ཡེ་ཤེས།,M,,,,,11117.0
P8404,Sangye Özer,,sangs rgyas 'od zer,སངས་རྒྱས་འོད་ཟེར།,M,,,,,11119.0
P8405,Jampé Yang,,'jam pa'i dbyangs,འཇམ་པའི་དབྱངས།,M,,,P8406,,11120.0
P8406,Umapa Sherab Bum,,dbu ma pa shes rab 'bum,དབུ་མ་པ་ཤེས་རབ་འབུམ།,M,,,,P8405,11121.0
P8408,Chö Kyi Rinchen,,chos kyi rin chen,ཆོས་ཀྱི་རིན་ཆེན།,M,,,P8724,,11123.0
P8409,Tsibpa Sönam Tashi,,rtsibs pa bsod nams bkra shis,རྩིབས་པ་བསོད་ནམས་བཀྲ་ཤིས།,M,,,,,11124.0
P8410,Gönpo Pal,,mgon po dpal,མགོན་པོ་དཔལ།,M,,,P155,,11126.0
P8411,Drubpa Palzangpo,,grub pa dpal bzang po,གྲུབ་པ་དཔལ་བཟང་པོ།,M,,,P155,,11127.0
P8412,Yung Dorjé Bum,,g.yung rdo rje 'bum,གཡུང་རྡོ་རྗེ་འབུམ།,M,,,,,11128.0
P8416,Jampal Shyenpen,,'jam dpal gzhan phan,འཇམ་དཔལ་གཞན་ཕན།,M,1919.0,,,,11132.0
P8417,Yeshe Dönden,,ye shes don ldan,ཡེ་ཤེས་དོན་ལྡན།,M,,1995.0,,,11133.0
P8418,Ganden Tri Lo Zang Nyima,,dga' ldan khri blo bzang nyi ma,དགའ་ལྡན་ཁྲི་བློ་བཟང་ཉི་མ།,M,1928.0,2008.0,,,11134.0
P8419,Lung Rik Namgyal,,lung rig rnam rgyal,ལུང་རིག་རྣམ་རྒྱལ།,M,1927.0,,,,11135.0
P8423,Changchub Namgyal Gelek,,byang chub rnam rgyal dge legs,བྱང་ཆུབ་རྣམ་རྒྱལ་དགེ་ལེགས།,M,,,,,11139.0
P8424,Ngak Gi Wangpo,,ngag gi dbang po,ངག་གི་དབང་པོ།,M,,,,,11140.0
P8425,Tashi Pal Tsek,,bkra shis dpal brtsegs,བཀྲ་ཤིས་དཔལ་བརྩེགས།,M,1359.0,1424.0,P2921|P2388|P3565,,11141.0
P8426,Yöndak Kün Ga Yeshe,,yon bdag kun dga' ye shes,ཡོན་བདག་ཀུན་དགའ་ཡེ་ཤེས།,M,,,,,11142.0
